model_id	sample_id	sample_origin	passage	host_strain_nomenclature	platform_id
TM00327	OVJX01F017P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000095054	J000102504	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000100365	J000101777	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00943	SK181A1F014P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00198	LG0671F884P0002P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000099706	J000101684	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00256	LG1265F160P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00922	CN1210137F002P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00024	BL0440F1664P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000102630	J000107525	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00324	OV2022F394P0000P1002P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000101328	J000103053	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01634	TM01634F556P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01031	LG1502F412P0193P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000100674	J000101830	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00244	LG1235F082P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01085	TM01085FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01464	TM01464F1330P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00847	LG1410F250P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01267	TM01267F680P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01348	TM01348F918P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000100672	J000103864	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000094707	J000101139	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00097	BR1077F016P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000092712	J000096798	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01212	TM01212F463P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01373	TM01373F1015P0344P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00980	CN0010F103P4	xenograft	4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000078366	J000092578	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00327	OVJX01F000P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000099257	J000101156	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000100672	J000102690	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00099	BR1367F033P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00910	HN3003F138P035P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000108112	J000113011	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00015	BL0269F404P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000098169	J000103432	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00212	LG0978F1565P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00103	BR0869F000P0000P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00135	CN1187F1874P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00368	LY0055F667P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000104314	J000105274	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01357	TM01357F942P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000098169	J000100948	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00926	CN1611FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01045	LY2238BF018P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00274	SA0426F1137P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01087	TM01087F108P0104P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01144	TM01144F186P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00928	LV1025F006P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000078604	J000080793	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000077973	J000093625	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01344	TM01344F899P4	xenograft	4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01517	TM01517F79P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01594	TM01594FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00939	LG1475F356P0189P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01145	TM01145F189P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00057	BN217FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01569	TM01569F287P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000101121	J000101542	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000102184	J000104879	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01284	TM01284F744P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01127	SA1208005F2P043P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000096053	J000100932	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00063	BN248F010P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00219	LG1049F1704P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00070	BN274F004P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01148	TM01148F200P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01386	TM01386F1075P6	xenograft	6	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01557	TM01557F247P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00026	BL0479F1895P0005P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00065	BN260F002P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000079689	J000079689PT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNPTN
TM00896	CN1024F074P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00387	KD0459PE393P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01044	LY2238AF016P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01014	CN0500FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01231	TM01231FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000104096	J000107894	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01263	TM01263F663P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000099873	J000102568	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000102630	J000106822	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00327	OVJX01F020P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00327	OVJX01F017P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNPTN
TM01533	TM01533F148P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00176	PA0165F629P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01545	TM01545F197P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000101173	J000103532	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00020	BL0382F1232P0001P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01030	CN1348F109P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000111615	J000114147	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01354	TM01354F927P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000079689	J000095142	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNPTN
TM01100	TM01100F040P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00887	CNC1022F066P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000096652	J000099831	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01014	CN0500F107P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01302	TM01302F816P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000100675	J000102704	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01302	TM01302FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00784	LG1208aF003	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00229	LG1189F1952P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00916	OM1058F141P059P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000106172	J000107637	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000112064	J000115186	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000102184	J000105634	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01464	TM01464F1331P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000104518	J000104907	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00064	BN250F008P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00977	PA0277F091P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000100365	J000103116	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01173	TM01173F307P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00339	SK129862F002P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000097253	J000100910	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00164	CN0375F725P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00231	LG1197F385P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01612	TM01612F464P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00053	BN199FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00921	LG1348F198P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01029	BL0215F124P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00206	LG0812PE1332P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01510	TM01510F46P0235P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000109799	J000114329	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000092712	J000095175	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01513	TM01513F58P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01423	KD1349FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00327	OVJX01F020P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNPTN
TM00884	LG0937F309P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00188	LG0520F434P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01239	TM01239FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01353	TM01353F056P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00039	SA0151F1887P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00188	LG0520F434P0000P1000P2006P3	xenograft	3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01612	TM01612F464P0001P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000097253	J000100914	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01076	LV1032F051P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000105561	J000109286	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01500	TM01500F023P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000099318	J000101791	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00134	CN0330F214P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00980	CN0010FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01031	LG1502F412P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000102326	J000103733	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01137	SK0259F028P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01563	TM01563F273P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00916	OM1058F141P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01404	TM01404F1131P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000112414	J000113532	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01031	LG1502FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00330	OV0452F1592P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01442	TM01442F1245P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01239	TM01239F561P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000101328	J000102289	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01141	TM01141F170P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01462	TM01462F1325P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00327	OVJX01F021P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00332	OV0529F1939P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01244	TM01244F585P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01611	TM01611F457P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000095633	J000099195	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00099	BR1367F003P6	xenograft	6	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00194	LG0627PE569P0000P1030P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01500	TM01500F21P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00352	CN1854F120P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000101006	J000103458	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00381	SA00209F012P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01569	TM01569F287P4	xenograft	4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000094707	J000102913	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01119	TM01119F113P0239P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00213	LG0997F1574P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00888	CNC1023F069P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01212	TM01212F463P0307P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01121	TM01121F119P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000094290	J000095990	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000093555	SGJ9355F001P4	xenograft	4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00980	CN0010F100P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000078366	J000000000	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01303	TM01303F800P0241P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00199	LG0703F948P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01234	TM01234F545P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01053	RP2246F198P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01498	TM01498F014P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00134	CN0330F216P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00107	BR1936F227P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000109079	J000110985	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01448	TM01448FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00356	LG0552F574P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00386	BR0555F294P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01264	TM01264F667P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01284	TM01284F744P0237P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00196	LG0645F826P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00375	CN1573F2130P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000101006	J000101979	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000100675	J000104167	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00025	BL0470F1820P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00187	LG0494F337P0000P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00062	BN245FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01171	TM01171F296P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000093572	J000095628	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01442	TM01442F1243P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000101329	J000102066	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000094707	J000103479	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
J000111428	J000113066	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM00113	BR1180F160P0472P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
TM01155	TM01155F235P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	SNP
