model_id	sample_id	sample_origin	passage	host_strain_nomenclature	platform_id
TM00062	SN0245F005P0008P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01457	TM01457F1306P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000106124	DFAM-15354-V2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	TEXDF
TM01557	TM01557F247P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000106541	DFAL-34953-V1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	TEXDF
TM01533	TM01533F148P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01612	TM01612F464P0001P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00222	LG1102F1846P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000099873	J000102568	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000106526	BCM-3963	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM00914	EN1057F136P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00356	LG0552FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_FISH
TM00226	LG1179F2089P0000P1001P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_ddPCR
TM01500	TM01500F21P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000106566	DFAM-32000-V1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Trusight
J000112358	J000114637	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01031	LG1502F412P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM01121	TM01121F119P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00381	SA00209F012P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000106144	DFAT-72032-V1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	TEXDF
TM01563	TM01563F273P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01079	TM01079F259P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00332	OV0529F1939P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000106531	SGJ106531F001P5	xenograft	5	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00015	BL0269F404P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00199	LG0703F940P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_FISH
TM00832	LG1191aF2114P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM00064	BN250F008P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
J000099999	J000100807	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01053	RP2246F198P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00206	LG0812PE1332P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00192	LG0567F669P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM01423	KD1349FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00208	LG0830F1385P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
J000101006	J000101979	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01220	TM01220F492P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01628	TM01628F528P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000101006	J000103458	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000096053	SGJ096053F001P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_ddPCR
TM00060	SN0237F004P0006P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00136	CN1233F011P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01031	LG1502F412P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00075	BN289F068P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00024	BL0440F1664P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000100674	J000101830	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00356	LG0552F574P0000P1027P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM00170	CN1572F2026P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00136	CN1233F011P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000106566	DFAM-32000-V1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	TEXDF
J000103917	J000105382	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00896	CN1024F074P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM01325	SA0602F056P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000098169	J000100948	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00184	CN0486F016P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00327	OVJX01F017P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01446	TM01446F1265P0256P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00375	CN1573F2130P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000096053	J000110066	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_ddPCR
J000102630	J000107525	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00214	LG1011PE1607P0000P1004P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01087	TM01087F108P0104P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01357	TM01357F942P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00847	LG1410F294P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000116474	J000117395	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000092712	J000096798	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00065	BN260F002P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
J000094290	J000095990	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000104314	J000105274	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01611	TM01611F457P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00334	OV1110F024P0000P1008P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_ddPCR
TM01273	TM01273F707P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000099318	J000101791	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00199	LG0703F948P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00386	BR0555F294P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM00099	BR1367F033P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00192	LG0567F671P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_FISH
TM00099	BR1367F033P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM01086	TM01086F269P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM01239	TM01239FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000100672	J000102690	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00023	BL0429FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM01517	TM01517F76P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00256	LG1265F160P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM00096	BR0851F004P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM01533	TM01533F148P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_ddPCR
TM00977	PA0277F091P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00327	OVJX01FP0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00356	LG0552F574P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_FISH
TM01092	TM01092F015P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000098169	J000100945	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01048	CN1641F116P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00385	CN1571F2031P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00784	LG1208aF025P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000095054	J000100453	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000098169	J000103432	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00279	SA0516F1650P0000P1011P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01517	TM01517F79P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000093572	J000095628	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000101005	J000104173	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01594	TM01594FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01165	TM01165F276P0160P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000077973	J000109335	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_ddPCR
TM00137	CN1264F031P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM01127	SA1208005F2P043P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000100672	J000103864	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00089	BR0620F037P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
J000102184	J000104879	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00091	BR0901F433P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00927	OV11094F172P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00922	CN1210137F002P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00246	LG1237F081P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01119	TM01119F113P0239P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000101892	J000103179	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00064	BN250F008P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00091	BR0901F433P3	xenograft	3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00015	BL0269FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM00256	LG1265F160P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000094707	J000102913	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01267	TM01267F680P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00192	LG0567FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_FISH
TM00877	LG1301F301P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00063	BN248F005P0000P1000P2014P3	xenograft	3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01225	TM01225F511P0301P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00176	PA0165F629P0000P1011P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00999	BR1240F002P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00206	LG0812PE1332P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
J000077451	J000077451PT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00206	LG0812PE1330P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000106134	DFAM-61786-V2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Trusight
TM00259	LG1277F109P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00112	BR1172F146P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
J000106536	BCM-3613	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
J000106535	J000115770	xenograft	4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01348	TM01348F918P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00203	LG0801F1250P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM01145	TM01145F189P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
J000107333	J000110072	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000094100	J000096803	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000103634	J000105168	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00375	CN001573F2130P3	xenograft	3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Actionseq20
TM00849	CNC1021F001P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
J000102184	J000105634	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01096	TM01096F029P0000P1000P2019P3	xenograft	3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01149	TM01149F093P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01302	TM01302F816P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00233	LG1202F380P0062P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01225	TM01225F511P0301P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_ddPCR
TM01130	TM01130F147P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00847	LG1410F250P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00078	BN301F001P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00194	LG0627PE569P0000P1030P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00327	OVJX01F017P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTPTN
TM01243	TM01243F578P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00849	CNC1021F001P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000106569	DFAM-61345-V1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Trusight
J000096053	J000102920	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000101866	J000104662	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00051	BN194F	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000106529	J000116010	xenograft	3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00229	LG1189F1952P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00921	LG1348F198P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00381	SA00209F012P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00073	BN287F058P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00282	SK00068F897P0000P1013P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00090	BR0744F098P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM00274	SA0426F1133P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
J000077960	J000093248	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01423	KD1349F117P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000109799	J000114329	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000099207	J000103193	xenograft	3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00098	BR1126F030P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00016	BL0293F0593P0000P1000P2000P31225P4	xenograft	4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
J000080230	SGJ80246F004P4	xenograft	4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Actionseq20
TM01031	LG1502FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00860	LG1429F264P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM01244	TM01244F584P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_ddPCR
TM01117	TM01117F270P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000105006	J000106846	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00016	BL0293F563P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00980	CN0010F103P4	xenograft	4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Actionseq20
TM01500	TM01500F023P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01168	TM01168F001P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
J000106571	DFBL-44685-V1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	TEXDF
TM00020	BL0382F1232P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM01225	TM01225F511P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01344	TM01344F899P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01619	TM01619F497P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00065	BN260F002P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00246	LG1237F078P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00244	LG1235F085P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01355	TM01355F932P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01441	TM01441F1236P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000117590	J000118593	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00084	BN311F048P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00113	BR1180F160P0472P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00196	LG0645F826P0005P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000101329	SGJ101345F001P3	xenograft	3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Actionseq20
TM00199	LG0703F948P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
J000102326	SGJ102326F001P4	xenograft	4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00206	LG0812PE1330P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM00292	LG1194aF2137P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00073	BN287F058P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00339	SK129862F002P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00324	OV2022F394P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM01092	TM01092F015P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM00137	CN1264F31P071P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00376	SA0568F023P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM01443	TM01443F1246P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000079689	J000095142	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTPTN
TM00928	LV1025F006P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00212	LG0978F1565P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
J000119280	J000119762	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00089	BR0620F037P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000106560	PS4050	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00334	OV1110F024P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01303	TM01303F800P0241P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01513	TM01513F58P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00226	LG1179F2089P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00199	LG0703F940P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_FISH
TM00702	SA1260F017P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_Illumina
TM01510	TM01510F46P0235P1	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00025	BL0470F1820P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000099207	J000100199	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM01085	TM01085F061P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00222	LG1102F1846P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Other:_FISH
TM01239	TM01239F561P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00327	OVJX01FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Truseq_JAX
TM00026	BL0479FPT	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Whole_Exome
TM00039	SA0151F1887P0000P1014P2	xenograft	2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00263	LG1287F119P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
J000103366	J000105192	xenograft	1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
TM00196	LG0645F829P0	xenograft	0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	CTP
